Date,Open,High,Low,Close,Adj Close,Volume
2020-04-15,287.000000,288.500000,286.000000,287.500000,282.276306,55216434
2020-04-16,283.000000,288.500000,283.000000,286.500000,281.294464,47815280
2020-04-17,303.500000,308.500000,300.500000,306.500000,300.931061,116368201
2020-04-20,308.000000,309.000000,302.500000,304.000000,298.476501,41381669
2020-04-21,300.500000,301.500000,293.500000,295.000000,289.640015,61479357
2020-04-22,294.500000,295.000000,290.500000,294.000000,288.658203,42192580
2020-04-23,300.000000,300.000000,294.000000,295.500000,290.130951,39474478
2020-04-24,295.500000,297.000000,294.000000,294.000000,288.658203,26008090
2020-04-27,298.000000,298.500000,296.000000,298.000000,292.585510,38493406
2020-04-28,298.500000,298.500000,294.500000,296.500000,291.112762,37395165
2020-04-29,299.000000,301.500000,298.000000,299.000000,293.567352,44059301
2020-04-30,302.000000,305.000000,301.500000,304.500000,298.967407,55126085
2020-05-04,294.500000,296.500000,294.000000,295.000000,289.640015,71581861
2020-05-05,296.500000,298.000000,295.000000,295.500000,290.130951,23547405
2020-05-06,294.500000,296.000000,292.500000,296.000000,290.621857,34240479
2020-05-07,294.500000,299.000000,294.500000,297.500000,292.094604,27621198
2020-05-08,300.000000,300.000000,296.000000,297.500000,292.094604,32295893
2020-05-11,300.000000,301.500000,298.500000,301.000000,295.531006,28727019
2020-05-12,297.500000,298.500000,295.000000,295.000000,289.640015,52089788
2020-05-13,293.000000,297.000000,292.500000,297.000000,291.603699,26156418
2020-05-14,293.000000,295.000000,292.500000,293.000000,287.676361,34315948
2020-05-15,297.500000,298.500000,294.500000,298.000000,292.585510,42494804
2020-05-18,291.000000,293.500000,290.000000,290.000000,284.730865,84986065
2020-05-19,294.000000,294.000000,291.500000,291.500000,286.203613,51250214
2020-05-20,293.000000,294.000000,291.000000,294.000000,288.658203,32677994
2020-05-21,296.000000,298.000000,295.000000,297.500000,292.094604,30997468
2020-05-22,294.500000,295.000000,291.000000,292.000000,286.694519,40192923
2020-05-25,290.500000,293.000000,288.500000,292.000000,286.694519,26803223
2020-05-26,295.000000,297.500000,293.500000,295.500000,290.130951,33856481
2020-05-27,297.000000,298.000000,295.500000,296.500000,291.112762,23375959
2020-05-28,298.500000,298.500000,293.000000,294.000000,288.658203,28444568
2020-05-29,292.000000,292.500000,290.000000,292.000000,286.694519,79774181
2020-06-01,294.000000,296.500000,293.500000,295.500000,290.130951,35811214
2020-06-02,296.000000,297.500000,296.000000,296.500000,291.112762,24771587
2020-06-03,300.000000,301.000000,298.000000,301.000000,295.531006,65176337
2020-06-04,305.000000,306.000000,304.000000,306.000000,300.440155,46572451
2020-06-05,308.500000,312.000000,308.000000,311.500000,305.840271,42981262
2020-06-08,316.000000,319.000000,315.000000,318.000000,312.222168,50302921
2020-06-09,316.500000,319.000000,314.000000,319.000000,313.203979,36417082
2020-06-10,319.000000,324.000000,318.000000,322.500000,316.640381,39984259
2020-06-11,325.500000,327.000000,318.500000,320.500000,314.676727,50104255
2020-06-12,313.000000,317.500000,312.500000,316.000000,310.258484,45992918
2020-06-15,316.000000,317.500000,308.500000,309.500000,303.876587,51032404
2020-06-16,317.000000,317.000000,314.000000,315.000000,309.276672,36608216
2020-06-17,316.500000,317.000000,313.500000,315.000000,309.276672,34522968
2020-06-18,314.500000,315.000000,313.000000,314.500000,311.256042,29044474
2020-06-19,314.000000,314.500000,312.000000,314.500000,311.256042,48130280
2020-06-22,314.500000,316.500000,312.000000,312.000000,308.781830,37374616
2020-06-23,316.000000,316.500000,312.500000,315.000000,311.750885,41300084
2020-06-24,319.000000,320.000000,316.000000,317.500000,314.225098,54147024
2020-06-29,314.000000,315.000000,310.000000,312.000000,308.781830,56580892
2020-06-30,313.500000,314.000000,311.000000,313.000000,309.771515,48991860
2020-07-01,315.000000,318.000000,314.000000,317.500000,314.225098,29532342
2020-07-02,319.000000,322.000000,318.000000,322.000000,318.678680,34526178
2020-07-03,327.000000,330.500000,326.500000,329.500000,326.101318,53341987
2020-07-06,332.500000,338.000000,332.000000,338.000000,334.513641,57256220
2020-07-07,343.500000,346.000000,338.000000,338.500000,335.008484,59046323
2020-07-08,337.500000,342.500000,337.500000,341.000000,337.482697,30720218
2020-07-09,346.000000,347.000000,343.000000,345.000000,341.441437,35522376
2020-07-10,352.500000,353.000000,345.500000,348.500000,344.905334,60902108
2020-07-13,351.000000,354.500000,350.500000,354.500000,350.843445,48069523
2020-07-14,355.000000,364.000000,354.500000,363.500000,359.750610,61764150
2020-07-15,366.000000,370.000000,361.000000,363.000000,359.255768,73438362
2020-07-16,359.000000,361.000000,353.500000,357.500000,353.812500,68220512
2020-07-17,361.000000,369.000000,360.000000,367.000000,363.214508,65727485
2020-07-20,370.000000,370.000000,362.500000,366.000000,362.224823,42769238
2020-07-21,372.500000,387.000000,371.500000,383.000000,379.049469,64219128
2020-07-22,381.000000,386.000000,379.000000,384.000000,380.039154,43759670
2020-07-23,382.000000,383.000000,379.000000,381.500000,377.564941,45209282
2020-07-24,390.000000,395.000000,382.000000,386.000000,382.018524,86682734
2020-07-27,420.500000,424.500000,416.500000,424.500000,420.121399,99333798
2020-07-28,464.000000,466.500000,428.500000,435.000000,430.513123,166307746
2020-07-29,428.000000,431.500000,419.500000,422.000000,417.647186,85663166
2020-07-30,436.500000,441.000000,428.500000,434.000000,429.523438,69293949
2020-07-31,426.000000,432.000000,425.500000,425.500000,421.111084,49897674
2020-08-03,420.500000,424.000000,415.000000,416.000000,411.709076,76429571
2020-08-04,421.500000,425.500000,418.500000,425.500000,421.111084,41223445
2020-08-05,430.500000,433.500000,426.000000,429.000000,424.574982,47223834
2020-08-06,437.500000,438.000000,431.000000,435.000000,430.513123,41029627
2020-08-07,433.500000,434.000000,428.000000,433.000000,428.533752,36589460
2020-08-10,427.500000,437.500000,427.500000,435.500000,431.007965,36067500
2020-08-11,432.000000,435.000000,429.000000,429.000000,424.574982,34545313
2020-08-12,422.000000,423.500000,419.000000,419.000000,414.678131,52143474
2020-08-13,428.000000,429.000000,424.500000,429.000000,424.574982,44352335
2020-08-14,424.000000,428.000000,423.000000,427.000000,422.595612,23419955
2020-08-17,427.000000,435.000000,425.500000,435.000000,430.513123,34137731
2020-08-18,440.000000,440.500000,432.000000,433.000000,428.533752,41643160
2020-08-19,436.000000,436.500000,427.500000,427.500000,423.090454,31486800
2020-08-20,427.000000,427.500000,401.000000,415.000000,410.719391,75097235
2020-08-21,421.500000,427.000000,420.000000,424.500000,420.121399,41609467
2020-08-24,427.500000,434.500000,425.000000,428.000000,423.585297,48375406
2020-08-25,433.500000,436.000000,430.500000,434.500000,430.018280,35977899
2020-08-26,435.500000,442.000000,435.000000,442.000000,437.440918,39243340
2020-08-27,448.000000,453.500000,444.000000,444.000000,439.420288,53072712
2020-08-28,440.000000,440.500000,431.000000,435.000000,430.513123,56842210
2020-08-31,437.000000,439.500000,426.500000,426.500000,422.100769,81480538
2020-09-01,430.000000,435.000000,428.000000,435.000000,430.513123,37429577
2020-09-02,441.000000,441.000000,430.500000,433.000000,428.533752,34871407
2020-09-03,439.500000,439.500000,433.500000,436.000000,431.502808,34951617
2020-09-04,427.000000,432.500000,427.000000,429.000000,424.574982,46119911
2020-09-07,428.000000,432.500000,425.000000,426.000000,421.605927,32019312
2020-09-08,428.000000,433.000000,427.500000,431.000000,426.554382,23714670
2020-09-09,425.000000,428.000000,423.000000,427.000000,422.595612,40551362
2020-09-10,432.500000,435.000000,430.500000,435.000000,430.513123,35098921
2020-09-11,435.500000,436.500000,432.500000,436.500000,431.997650,34298469
2020-09-14,436.000000,442.000000,435.500000,441.000000,436.451233,39085833
2020-09-15,440.500000,447.000000,439.500000,445.000000,440.409973,39061449
2020-09-16,460.000000,462.000000,455.500000,458.000000,453.275879,64261238
2020-09-17,453.000000,455.000000,446.500000,448.500000,446.310059,42058506
2020-09-18,447.000000,449.500000,443.000000,444.000000,441.832031,52454922
2020-09-21,443.500000,450.000000,440.000000,440.000000,437.851563,39463920
2020-09-22,440.000000,441.000000,436.000000,437.000000,434.866211,36130639
2020-09-23,436.000000,438.500000,432.000000,433.500000,431.383301,45710963
2020-09-24,425.500000,429.000000,423.000000,423.000000,420.934570,79806381
2020-09-25,427.000000,428.000000,421.000000,424.000000,421.929688,38775269
2020-09-28,427.000000,431.500000,424.500000,431.500000,429.393066,34156973
2020-09-29,432.500000,435.000000,428.000000,431.000000,428.895508,32230502
2020-09-30,430.500000,435.000000,430.500000,433.000000,430.885742,27334204
2020-10-05,438.000000,438.000000,431.500000,432.500000,430.388184,32945832
2020-10-06,441.500000,442.000000,437.500000,439.500000,437.354004,35775395
2020-10-07,435.000000,445.000000,435.000000,443.000000,440.836914,42926239
2020-10-08,450.000000,454.000000,448.500000,453.000000,450.788086,60853811
2020-10-12,458.000000,462.000000,457.500000,460.000000,457.753906,64719223
2020-10-13,465.000000,465.000000,456.500000,462.000000,459.744141,45750738
2020-10-14,460.500000,461.000000,457.000000,459.000000,456.758789,40809241
2020-10-15,456.000000,456.500000,450.000000,453.000000,450.788086,47775028
2020-10-16,451.000000,456.000000,448.500000,449.000000,446.807617,46876801
2020-10-19,453.000000,457.500000,451.000000,457.500000,455.266113,34470906
2020-10-20,455.500000,457.000000,451.000000,451.000000,448.797852,25205638
2020-10-21,453.500000,456.000000,451.000000,453.000000,450.788086,28058921
2020-10-22,450.000000,455.000000,449.500000,455.000000,452.778320,23438547
2020-10-23,458.000000,458.000000,451.500000,452.000000,449.792969,18777385
2020-10-26,455.000000,455.000000,450.000000,450.000000,447.802734,15059581
2020-10-27,447.500000,448.500000,445.500000,447.000000,444.817383,20117660
2020-10-28,445.000000,447.000000,443.000000,444.000000,441.832031,24710230
2020-10-29,436.500000,439.500000,435.500000,437.000000,434.866211,41285612
2020-10-30,437.000000,437.000000,432.000000,432.000000,429.890625,47668895
2020-11-02,433.000000,435.500000,428.000000,435.500000,433.373535,33477443
2020-11-03,439.500000,443.000000,438.000000,441.000000,438.846680,30328495
2020-11-04,444.500000,451.500000,443.000000,450.000000,447.802734,37512790
2020-11-05,451.500000,451.500000,445.500000,451.000000,448.797852,34886108
2020-11-06,455.000000,455.500000,450.000000,452.500000,450.290527,30154140
2020-11-09,458.000000,460.000000,454.000000,458.500000,456.261230,39245881
2020-11-10,452.000000,454.500000,448.500000,451.000000,448.797852,34820499
2020-11-11,448.500000,457.000000,448.500000,457.000000,454.768555,36765561
2020-11-12,463.000000,463.500000,457.500000,458.000000,455.763672,40100880
2020-11-13,459.000000,462.000000,456.500000,462.000000,459.744141,31037438
2020-11-16,470.000000,484.500000,469.000000,484.000000,481.636719,81994937
2020-11-17,502.000000,506.000000,485.500000,485.500000,483.129395,72413868
2020-11-18,490.000000,497.000000,486.500000,497.000000,494.573242,50387727
2020-11-19,499.000000,499.000000,490.000000,490.000000,487.607422,44220053
2020-11-20,486.000000,490.000000,486.000000,488.000000,485.617188,32281453
2020-11-23,494.500000,498.500000,492.000000,496.500000,494.075684,38084006
2020-11-24,499.500000,500.000000,491.500000,492.000000,489.597656,35479226
2020-11-25,495.000000,495.500000,487.000000,487.000000,484.622070,41419632
2020-11-26,489.000000,493.500000,488.000000,489.000000,486.612305,28893033
2020-11-27,487.500000,492.000000,486.500000,489.000000,486.612305,32960189
2020-11-30,493.000000,493.500000,480.500000,480.500000,478.153809,119895176
2020-12-01,489.500000,490.000000,483.500000,490.000000,487.607422,37018651
2020-12-02,499.500000,500.000000,493.500000,499.000000,496.563477,50621339
2020-12-03,499.500000,499.500000,495.000000,497.000000,494.573242,35651379
2020-12-04,498.500000,505.000000,497.500000,503.000000,500.543945,51172005
2020-12-07,512.000000,515.000000,506.000000,514.000000,511.490234,44271244
2020-12-08,514.000000,525.000000,509.000000,524.000000,521.441406,40771761
2020-12-09,521.000000,524.000000,520.000000,520.000000,517.460938,43314115
2020-12-10,511.000000,515.000000,510.000000,512.000000,509.500000,42556926
2020-12-11,517.000000,517.000000,505.000000,516.000000,513.480469,45660960
2020-12-14,512.000000,513.000000,508.000000,508.000000,505.519531,30260485
2020-12-15,507.000000,510.000000,504.000000,504.000000,501.539063,39852366
2020-12-16,509.000000,515.000000,507.000000,512.000000,509.500000,52012348
2020-12-17,515.000000,515.000000,508.000000,508.000000,508.000000,38215179
2020-12-18,508.000000,512.000000,507.000000,510.000000,510.000000,39924864
2020-12-21,512.000000,517.000000,508.000000,516.000000,516.000000,34813281
2020-12-22,512.000000,516.000000,509.000000,509.000000,509.000000,22454277
2020-12-23,508.000000,511.000000,506.000000,509.000000,509.000000,18086715
2020-12-24,511.000000,512.000000,508.000000,510.000000,510.000000,14950143
2020-12-25,514.000000,515.000000,510.000000,511.000000,511.000000,12327895
2020-12-28,512.000000,515.000000,509.000000,515.000000,515.000000,19087382
2020-12-29,515.000000,517.000000,513.000000,515.000000,515.000000,19907528
2020-12-30,516.000000,525.000000,514.000000,525.000000,525.000000,46292401
2020-12-31,526.000000,530.000000,524.000000,530.000000,530.000000,29970398
2021-01-04,530.000000,540.000000,528.000000,536.000000,536.000000,38770328
2021-01-05,536.000000,542.000000,535.000000,542.000000,542.000000,34411866
2021-01-06,555.000000,555.000000,541.000000,549.000000,549.000000,53030554
2021-01-07,554.000000,570.000000,553.000000,565.000000,565.000000,51166782
2021-01-08,580.000000,580.000000,571.000000,580.000000,580.000000,59563555
2021-01-11,577.000000,584.000000,574.000000,584.000000,584.000000,48810990
2021-01-12,583.000000,597.000000,582.000000,591.000000,591.000000,50232426
2021-01-13,595.000000,605.000000,593.000000,605.000000,605.000000,62662393
2021-01-14,587.000000,597.000000,587.000000,592.000000,592.000000,75288477
2021-01-15,621.000000,625.000000,601.000000,601.000000,601.000000,92010500
2021-01-18,608.000000,608.000000,594.000000,607.000000,607.000000,45726476
2021-01-19,618.000000,632.000000,613.000000,627.000000,627.000000,50672866
2021-01-20,633.000000,650.000000,631.000000,647.000000,647.000000,82066422
2021-01-21,640.000000,679.000000,640.000000,673.000000,673.000000,89019137
2021-01-22,649.000000,665.000000,649.000000,649.000000,649.000000,125179403
2021-01-25,642.000000,646.000000,626.000000,633.000000,633.000000,93050133
2021-01-26,632.000000,640.000000,610.000000,617.000000,617.000000,100153482
2021-01-27,618.000000,625.000000,611.000000,615.000000,615.000000,59985191
2021-01-28,600.000000,608.000000,598.000000,601.000000,601.000000,96447533
2021-01-29,619.000000,619.000000,591.000000,591.000000,591.000000,90745237
